#CLS_PREDICTION_ENTITY|MASK_PREDICTION_ENTITY|ACTUAL_ENTITY|CLS_PREDICTIONS|MASKED_PREDICTIONS|MASKED_WORD|SENTENCE
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('OTHER', 5), ('BIO', 1), ('DRUG', 1)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|lithium ceramic battery plastic biodegradable|lithium|the u . s . retail battery category is defined as alkaline , carbon zinc , entity , rechargeable and specialty batteries .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|intubation infusion titrated sedation reversal|vec atropine succinyl scopolamine nicotine|vecuronium|( sugammadex ) injection 100 mg / ml was approved by the fda for the reversal of neuromuscular blockade induced by rocuronium bromide and entity bromide in adults undergoing surgery .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|intubation infusion titrated sedation reversal|vec succinyl atropine isoflurane scopolamine|vecuronium|is specifically designed to reverse the effects of certain muscle relaxants , marketed in the united states as zemuron ( r ) ( rocuronium bromide ) and entity bromide .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|potassium bromide ethidium lithium atropine|vecuronium|we initiated a recall of a batch of entity bromide , a product we 43 market on behalf of a third party , in february 2001 due to concerns with filtration-testing
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 2)])|drug|intubation infusion titrated sedation reversal|vincristine bupivacaine dexamethasone doxorubicin amiodarone|vecuronium|the first u . s . regulatory approvals on products that are difficult to produce , such as etoposide ( with gll ) , bleomycin , pancuronium and entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 3), ('DRUG', 3)])|drug|intubation infusion titrated sedation reversal|dextro bromide potassium ethidium dimethyl|vecuronium|the company is manufacturing and marketing entity bromide prior to expiration of the patent covering this product pursuant to a licensing arrangement .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|intubation infusion titrated sedation reversal|alendronate doxycycline dexamethasone minocycline calcitonin|vecuronium|nevzat ilac sanayii a . s . , a subsidiary of amgen , inc . , ( mn ) to acquire the rights to three products : methylprednsilone sodium succinate , entity and pamidronate disodium .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|intubation infusion titrated sedation reversal|vec fentanyl magnesium isoflurane metoclopramide|vecuronium|in december 2015 , the fda approved bridion for the reversal of neuromuscular blockade induced by rocuronium bromide and entity bromide in adults undergoing surgery .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|vec propofol sevoflurane lidocaine caffeine|vecuronium|of a clinical trial site for sugammadex , mercks investigational medicine for the reversal of neuromuscular blockade induced by rocuronium or entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|intubation infusion titrated sedation reversal|vec atropine scopolamine succinyl nicotine|vecuronium|demand of bridion ( sugammadex ) injection 100 mg / ml , a medicine for the reversal of neuromuscular blockade induced by rocuronium bromide or entity bromide in adults undergoing surgery .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|intubation infusion titrated sedation reversal|docetaxel gemcitabine bevacizumab trastuzumab carboplatin|vecuronium|in addition , we have been able to help alleviate market shortages through the launches of entity and paclitaxel .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|potassium bromide benzyl ethidium lithium|vecuronium|in march 2000 , the company resumed the manufacture and commercial distribution of entity bromide under the expedited certification procedures provided in the consent agreement .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|potassium atropine ethidium quinidine lithium|vecuronium|for purposes of this paragraph , the term " krypton products " refers to glipizide , glyburide , ismn , midazolam hcl and entity bromide .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|propofol sevoflurane lidocaine vec caffeine|vecuronium|sugammadex sodium injection is mercks investigational medicine for the reversal of neuromuscular blockade induced by rocuronium or entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|potassium quinidine ethidium atropine bromide|vecuronium|dosage product portfolio are 45 products for which the company is currently the sole generic source , one of which is entity bromide .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|intubation infusion titrated sedation reversal|bromide lithium potassium aluminum thallium|vecuronium|due to deviations from the fda  s manufacturing regulations , we are conducting voluntary product recalls of entity bromide and pte-4 products .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|intubation infusion titrated sedation reversal|vaccines cigarettes tablets pharmaceuticals biologics|vecuronium|in march 2000 , the company resumed the manufacture and commercial distribution of entity under the expedited certification procedures provided in the consent agreement .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|potassium bromide ethidium lithium benzyl|vecuronium|we initiated a recall of a batch of entity bromide , a product we market on behalf of a third party , in february 2001 due to concerns with filtration- testing
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 3)])|drug|intubation infusion titrated sedation reversal|atropine ethidium potassium chlorpromazine lithium|vecuronium|for purposes of this paragraph , the term krypton products refers to glipizide , glyburide , ismn , midazolam hcl and entity bromide .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|propofol fentanyl sevoflurane caffeine clonidine|vecuronium|for odanacatib for osteoporosis , suvorexant for insomnia and sugammadex sodium injection for reversal of neuromuscular blockade induced by rocuronium or entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|intubation infusion titrated sedation reversal|vaccines cigarettes pharmaceuticals tablets condoms|vecuronium|in march 2000 , schein resumed the manufacture and commercial distribution of entity under the expedited certification procedures provided in the consent agreement .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|tobramycin gentamicin piperacillin amikacin vancomycin|avibactam|the ceftazidime / entity combination product forest expects will receive three years of hatch-waxman exclusivity upon approval .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|amikacin cefotaxime tobramycin imipenem piperacillin|avibactam|for cre infections , physicians have resorted to older drugs such as colistin or more recently drugs such as tigecycline and ceftazidime / entity .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 3)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|meropenem linezolid ceftazidime daptomycin piperacillin|avibactam|entity is a novel , non beta-lactam , beta lactamase inhibitor , quite a mouthful , itself as a molecule does not possess intrinsic antibacterial
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|daptomycin moxifloxacin linezolid meropenem ciprofloxacin|avibactam|entity is currently being developed in combination with ceftazidime , a cephalosporin antibiotic .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|edta zinc rifampin ciprofloxacin rifampicin|avibactam|the addition of entity to ceftazidime protects ceftazidime from breakdown by β-lactamases .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|ceftriaxone amikacin piperacillin cefotaxime ciprofloxacin|avibactam|it consists of a combination of entity and ceftazidime - a third generation antipseudomonal cephalosporin with a well-established efficacy and safety profile .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 1)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|edta rifampin imipenem ciprofloxacin ampicillin|avibactam|the addition of entity protects ceftazidime from being broken down by beta-lactamases that are produced by resistant bacteria .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 3), ('DRUG', 3)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|daptomycin imipenem colistin linezolid moxifloxacin|avibactam|it has structural similarities to entity , a bli recently approved in combination with ceftazidime ( avycaz ) .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|ceftazidime ceftriaxone amikacin gentamicin imipenem|avibactam|almirall for las100977   0 . 25 licensing payment to astrazeneca for entity and ceftazidime / entity   0 . 75 rounding  
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|gentamicin tobramycin ceftriaxone piperacillin amikacin|avibactam|actavis and astrazeneca are developing ceftazidime / entity and ceftaroline / entity for pneumonia and complicated urinary and intra-abdominal infections .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 4), ('DRUG', 1)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|linezolid fda china india penicillin|avibactam|entity is also protected by an issued united states patent directed to combinations with an antibiotic that expires in 2026 .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 3)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|ceftazidime meropenem piperacillin daptomycin ipm|avibactam|entity is a first-in-class broad-spectrum β-lactamase inhibitor , which protects ceftazidime against degradation by class a , c and some d , β-lactamases .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|marijuana fda cannabis canada china|avibactam|in addition , entity is protected by a united states composition-of-matter patent that expires in 2022 , without pte .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|amikacin piperacillin imipenem tobramycin meropenem|avibactam|based on the results of these studies , we and astrazeneca initiated phase iii studies for ceftazidime / entity in patients with ciai in december 2011 and in patients with cuti in july 2012 .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|amikacin tobramycin piperacillin cefotaxime imipenem|avibactam|in fiscal 2013 , these costs were largely related to clinical trials for nebivolol / valsartan , aclidinium / formoterol , vilazodone , memantine , and ceftazidime / entity .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|gentamicin ceftriaxone amikacin tobramycin piperacillin|avibactam|actavis plc and astrazeneca plc are developing ceftazidime / entity and ceftaroline / entity for pneumonia and complicated urinary and intra-abdominal infections .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|too correctly again themselves soon|avibactam|so we are very excited to introduce to you entity .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|gentamicin tobramycin ceftriaxone piperacillin amikacin|avibactam|forest laboratories and astrazeneca are developing ceftazidime / entity and ceftaroline / entity for pneumonia and complicated urinary and intra-abdominal infections .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|capecitabine irinotecan gemcitabine docetaxel bevacizumab|irinotecan|erbitux product labeling to include overall survival data as a single agent in egfr-expressing mcrc patients after failure of both entity- and oxaliplatin-based regimens .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan oxaliplatin cpt sorafenib temozolomide|irinotecan|sn38 is the active metabolite of cpt-11 ( entity ) , which is approved for the treatment of colorectal cancer .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan etoposide paclitaxel cpt oxaliplatin|irinotecan|the fda approved entity as camptosar in 1994 for use in colorectal cancer .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|docetaxel paclitaxel capecitabine gemcitabine bevacizumab|irinotecan|erbitux ( r ) is approved in united states , austria , canada , germany and switzerland for metastatic colorectal in combination with entity in entity-refractory patients .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan cetuximab cpt oxaliplatin tmz|irinotecan|we did observe statistically significant improvements in progression free survival , or pfs , and other efficacy endpoints for ha-entity compared with irinotecan alone .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|etoposide gemcitabine docetaxel paclitaxel irinotecan|irinotecan|entity and cisplatin are two established anticancer drugs which together constitute an active combination for treating sclc .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|bevacizumab vincristine temozolomide capecitabine dexamethasone|irinotecan|note : chemotherapy regimens included temozolomide and entity .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan erlotinib bevacizumab capecitabine docetaxel|irinotecan|is to assess the safety and pharmacokinetics of mm-121 in combination with cetuximab and mm-121 in combination with cetuximab and entity .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 4), ('OTHER', 4), ('DIS', 1)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|paclitaxel bevacizumab sunitinib temozolomide mmf|irinotecan|one of our clinical development strategies is to replace the use of entity with mm-398 by demonstrating that mm-398 has favorable efficacy and safety characteristics compared to entity .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|itself today markets europe themselves|irinotecan|that are currently conducted by aventis , together with certain patents and other assets relating to territories where pfizer currently markets entity , including the united states .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|paclitaxel docetaxel gemcitabine oxaliplatin doxorubicin|irinotecan|” the study was initiated following the demonstration of synergy between nimotuzumab and entity in the laboratories of daiichi sankyo in gastric cancer cell lines .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan capecitabine fluorouracil bevacizumab mitomycin|irinotecan|advanced colorectal cancer in which nuc-3373 will be combined with many of the agents typically combined with 5-fu , including leucovorin , entity , oxaliplatin and monoclonal antibodies .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|immunotherapy immunosuppression regimens therapeutics translation|irinotecan|clinical development of mm-398 we are pursuing two approaches in the ongoing clinical development of mm-398 : replace entity .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan etoposide gemcitabine oxaliplatin paclitaxel|irinotecan|two camptothecin derivatives , topotecan and entity , have been approved by the fda for the treatment of small-cell lung , ovarian , and colorectal cancers .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan capecitabine fluorouracil oxaliplatin mitomycin|irinotecan|most systemic therapies for colorectal cancer include 5-fu , either as monotherapy or in combination with another chemotherapeutic , typically oxaliplatin or entity .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 2)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan fluorouracil capecitabine gemcitabine bevacizumab|irinotecan|this study enrolled 463 patients with metastatic colorectal cancer who had failed standard entity- and oxaliplatin-containing chemotherapy .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan temozolomide paclitaxel gemcitabine oxaliplatin|irinotecan|these two adcs facilitate targeted delivery of sn-38 , the active metabolite of entity , an effective , yet toxic chemotherapeutic , directly to tumor cells .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|gemcitabine paclitaxel docetaxel doxorubicin irinotecan|irinotecan|entity and cisplatin combinations were evaluated systematically for drug ratio-dependent synergy in vitro using a panel of 20 tumor cell lines .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 4), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|methotrexate bortezomib thalidomide dexamethasone mitoxantrone|irinotecan|our clinical strategy is to administer birinapant with therapies ( for example , azacitidine or entity ) that induce the production of tnf or related molecules .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 4), ('OTHER', 3), ('DIS', 2)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|lmwh enoxaparin dabigatran rivaroxaban thrombin|irinotecan|since that time he has had increasing responsibility for overseeing the global research plans and teams for entity and dalteparin .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 5)])|drug|minocycline mic intravitreal rifampin vancomycin|name ingredient counterpart constituent word|minocycline|“its quite unique in that its a entity topical ; i dont like a lot of the entity oral [ products ] , but entity topical – i can certainly get excited about .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|minocycline mic intravitreal rifampin vancomycin|doxycycline retinoids tetracycline ciprofloxacin steroids|minocycline|reported novel imaging techniques , suggesting that bpx-01 effectively targets p . acnes in the skin without the systemic side effects of oral entity .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 2), ('DIS', 1)])|drug|minocycline mic intravitreal rifampin vancomycin|retinoid tetracycline metronidazole cosmetic acne|minocycline|in october , they received approval for their first product , amzeeq , a topical entity formulation for the treatment of acne .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|minocycline mic intravitreal rifampin vancomycin|cream formaldehyde sls lidocaine chlorhexidine|minocycline|in this study , no serious adverse events were observed and the treatment-related adverse events were related to dermal irritation in the 2% entity treatment arm .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('DRUG', 5), ('OTHER', 1)])|drug|minocycline mic intravitreal rifampin vancomycin|clindamycin minocycline metronidazole moxifloxacin azithromycin|minocycline|our lead product candidate , fmx101 for moderate-to-severe acne , is a novel topical foam formulation of the antibiotic entity .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 3), ('DIS', 1)])|drug|minocycline mic intravitreal rifampin vancomycin|vec prostaglandin potassium polyvinyl liposomal|minocycline|in september 1999 we recognized a gain of $2 . 7 million on the sale of our vectrin ( r ) entity hcl product line .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|minocycline mic intravitreal rifampin vancomycin|retinoid contraceptive tetracycline corticosteroid cream|minocycline|solodyn , a branded oral entity , the current standard of care for moderate-to-severe acne , accounted for nearly one half of the total branded oral market for
