#CLS_PREDICTION_ENTITY|MASK_PREDICTION_ENTITY|ACTUAL_ENTITY|CLS_PREDICTIONS|MASKED_PREDICTIONS|MASKED_WORD|SENTENCE
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|diluted potassium anticoagulant venous uncoated|lithium|blood from the remaining entity heparin tube and the k 2 edta tube were then centrifuged immediately at 1500× g and 4°c for 10 min , aspirated
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|lithium superconducting resistive compressed permanent|lithium|each transmitter contains a 3v , 130-mah ( 0 . 39 wh ) entity manganese dioxide battery ( iec cr1632 ) and circuit board that are fully encapsulated in epoxy .
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|lithium potassium ammonium sulfur magnesium|lithium|the 5 th cycle , the discharging process was paused at 2 . 1 v ( vs . li + / li ) where the generation of soluble entity polysulfides is maximum .
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|polyvinyl sterile polyethylene cellulose diluted|lithium|whole blood was drawn into entity heparin tubes from the inferior vena cava , and plasma was collected by centrifuging blood at 2700 g for 10 minutes
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|lithium bicuculline kainate colchicine pilocarpine|lithium|se was induced in p21 rats by injection of entity and pilocarpine .
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|lith lithium vertical hole electrochemical|lithium|due to the anisotropic lithiation rate ( entity invasion in the direction is 6 . 4 times faster than that in the direction 11 ) , the expansion is
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|ammonium methylene potassium magnesium lithium|lithium|among the eluents tested , entity chloride gave the best separation of nitrate from bromide .
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|ammonium nitrite chloride bromide acetate|lithium|it was estimated that the entity ion had the least potential for ion-pair formation with nitrate , and its retention time was prolonged compared with the retention
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|lithium ammonium zinc potassium cellulose|lithium|yeast cells were transformed by the entity acetate-polyethylene glycol method .
OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 3)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|lithium lamotrigine antidepressant carbamazepine antidepressants|curcumin metformin resveratrol tamoxifen lithium|lithium|laboratory studies show that entity , an activator of the wnt / ß-catenin signaling pathway , slows melanoma progression , but to our knowledge no published epidemiologic studies have explored
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 5)])|drug|intubation infusion titrated sedation reversal|ketamine propofol lidocaine sevoflurane fentanyl|vecuronium|[ 4 ] generally , propofol and thiopentone are commonly used for induction of anesthesia and succinylcholine or entity is used as nmb for endotracheal intubation .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 1)])|drug|intubation infusion titrated sedation reversal|fentanyl propofol remifentanil atropine morphine|vecuronium|in order to increase lung compliance and improve ventilation the patient was paralyzed with entity at 1 mcg / kg / min .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|atropine ketamine propofol midazolam ropivacaine|vecuronium|entity 0 . 1 mg·kg −1 was given for neuromuscular blockade after confirmation of adequate facemask ventilation .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 5)])|drug|intubation infusion titrated sedation reversal|fentanyl propofol sevoflurane clonidine lidocaine|vecuronium|by up to 306 % when train-of-four ratios were maintained at 0 . 7 by continuous infusion of either atracurium , pancuronium or entity [ 36 ] .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|intubation infusion titrated sedation reversal|propofol midazolam ketamine diazepam lidocaine|vecuronium|the patient was then induced with intravenous fentanyl 150 μg , thiopentone 250 mg and entity 8 mg through the same cannula .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 4), ('DIS', 1)])|drug|intubation infusion titrated sedation reversal|midazolam dexmedetomidine ketamine remifentanil morphine|vecuronium|after confirming the tube placement , propofol ( 50 mg ) , fentanyl ( 50 μg ) , and entity ( 5 mg ) were intravenously administered .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 1)])|drug|intubation infusion titrated sedation reversal|epinephrine propofol hcg atropine glucagon|vecuronium|permitted us to plot the approximate [ a ] 4 / [ a ] 1 ratios as a function of time after the injection of entity in this subject ( lower panel in figure ​ figure4 ) .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 5)])|drug|intubation infusion titrated sedation reversal|halothane acetylcholine histamine epinephrine atropine|vecuronium|previous laboratory investigations suggested that she had reacted to entity , but she also had a specific ige antibody to succinylcholine .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|intubation infusion titrated sedation reversal|sevoflurane fentanyl propofol clonidine isoflurane|vecuronium|keeping this objective in mind we undertook this comparative study of rocuronium , entity and succinylcholine in terms of intubating conditions and haemodynamic changes .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 2)])|drug|intubation infusion titrated sedation reversal|peep sevoflurane cpap isoflurane remifentanil|vecuronium|anaesthesia was maintained with n2o / o2 66% : 33% and isoflurane 0 . 6% , ventilation was controlled with entity in intermittent doses .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 3), ('OTHER', 3)])|drug|intubation infusion titrated sedation reversal|atropine magnesium potassium vec succinyl|vecuronium|controlled ventilation was facilitated by entity bromide .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|propofol midazolam dexmedetomidine sevoflurane laryngoscopy|vecuronium|anesthesia was induced with fentanyl and propofol , and orotracheal intubation facilitated with entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|intubation infusion titrated sedation reversal|nms nem ncs dam sevoflurane|vecuronium|to evaluate the neuromuscular effects of a nondepolarizing muscle relaxant ( entity ) during anesthesia with equipotent concentrations of either desflurane or isoflurane .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 5)])|drug|intubation infusion titrated sedation reversal|fentanyl sevoflurane propofol clonidine lidocaine|vecuronium|had less variability in duration of action with 2 x ed95 of cisatracurium compared to equipotent doses of rocuronium or entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 2)])|drug|intubation infusion titrated sedation reversal|propofol bolus slow ketamine balanced|vecuronium|neuromuscular blockade was maintained with a entity infusion until the end of the procedure maintaining two twitches .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|intubation infusion titrated sedation reversal|propofol midazolam atropine fentanyl sevoflurane|vecuronium|however , right after endotracheal intubation with entity 2 mg , remarkable stridor was noticed .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 3), ('OTHER', 2)])|drug|intubation infusion titrated sedation reversal|fluids steroids acetazolamide infusion diazepam|vecuronium|icp of >20 mm hg was typically treated by intravenous entity , ventricular drainage , mannitol , hypertonic saline , mild hyperventilation , and in a few patients by axial cooling .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 5)])|drug|intubation infusion titrated sedation reversal|halothane acetylcholine propofol fentanyl atropine|vecuronium|neostigmine has been successfully used for the antagonism of entity and atracurium-induced neuromuscular blockade in dogs .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|intubation infusion titrated sedation reversal|atropine midazolam propofol scopolamine lidocaine|vecuronium|propofol iv until disappearance of verbal response or sevoflurane until loss of consciousness and endotracheal intubation was facilitated with injection entity ( 0 . 1 mg / kg , iv ) .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|intubation infusion titrated sedation reversal|vec succinyl panc ketamine scopolamine|vecuronium|analgesia was provided with morphine 0 . 1mg kg -1 and muscle relaxation achieved with entity bromide 0 . 1mg kg -1 .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|gentamicin amikacin ciprofloxacin rifampin vancomycin|avibactam|at a concentration of entity of 4 mg / liter ( as currently used for in vitro broth dilution susceptibility testing ) , the mic 90 for
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|imipenem amikacin gentamicin ciprofloxacin tobramycin|avibactam|adequate availability of ceftazidime and entity at the site of infection was assessed by measuring penetration into epithelial lining fluid ( elf ) in mice and humans (
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 3)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|pyridoxal catalytic anionic heparan aryl|avibactam|between arg220 and thr237 in the native enzyme is conserved and appears to orient thr237 within hydrogen-bonding range of the entity sulfate moiety .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|ceftazidime ciprofloxacin gentamicin piperacillin vancomycin|avibactam|as was inferred for ceftazidime , the pk / pd index that best correlated with the efficacy of aztreonam in combination with entity was % f t>mic of the combination .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4), ('BIO', 1)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|carbapenem boron vancomycin aminoglycoside aminoglycosides|avibactam|entity and boronic acid transition state inhibitors ( batsis ) overcome resistance to ceftazidime .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|daptomycin meropenem linezolid ceftriaxone colistin|avibactam|entity is a bridged diazabicyclooctanone , non-β-lactam β-lactamase inhibitor of a wide range of serine β-lactamases that offers a broader β-lactamase inhibition
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|ciprofloxacin edta moxifloxacin clarithromycin vancomycin|avibactam|with ceftazidime mics of 16 and 32 μg / ml against which the activity of ceftazidime remained unchanged by the addition of entity at 4 μg / ml .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|amikacin piperacillin tobramycin gentamicin imipenem|avibactam|we undertook a retrospective observational study to assess the use of ceftazidime / entity and evaluated prescribing against applied standards .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|amikacin imipenem piperacillin tobramycin gentamicin|avibactam|between august 2017 and january 2019 , 28 patients received 31 courses of ceftazidime / entity .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 2), ('DIS', 1)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|clarithromycin ciprofloxacin azithromycin moxifloxacin erythromycin|avibactam|reduced the cefepime mic 90 by ≥8-fold for this subset of isolates , similar to the potentiation of ceftazidime activity by entity .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 5)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|imipenem amikacin meropenem cefotaxime piperacillin|avibactam|in conclusion , in this in vitro model , ceftazidime / entity was efficacious against carbapenem-resistant organisms , specifically those producing kpc enzymes .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DIS', 3)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|allergen allergenic inhaled intranasal fine|avibactam|acknowledgements we thank allergan for providing entity powder .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|imipenem gentamicin amikacin piperacillin cefotaxime|avibactam|in the future , this assay can be eventually compared with ceftazidime / entity combination ( only with kpc or oxa-48-like enzymes ) .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|piperacillin ceftazidime ceftriaxone imipenem cefotaxime|avibactam|by adding beta-lactamase inhibitor ( tazobactam or entity ) , these new agents have strong activity against mdr gram-negative pathogens .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|gsh nacl hct hb urea|avibactam|the data were plotted as k obs versus [ entity ] .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|ceftazidime amikacin gentamicin vancomycin ceftriaxone|avibactam|patients in cohort 2 subsequently received aztreonam / entity at the 1500 / 500 mg q6h entity regimen , with cohort 3 as an extension cohort at this same dose .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|gentamicin ceftazidime vancomycin amikacin ceftriaxone|avibactam|for all cohorts , the planned duration of iv treatment with aztreonam / entity ( plus iv metronidazole for anaerobic coverage ) was 5–14 days .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 5), ('DRUG', 5), ('BIO', 1)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|imipenem meropenem cephalosporins ceftazidime cefotaxime|avibactam|the ges , per , and klebsiella pneumoniae carbapenemase subgroups of class a β-lactamases and does not impact the inhibitory properties of entity .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('DRUG', 5), ('OTHER', 5), ('DIS', 2)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|serine glycine cysteine adenine nicotinamide|avibactam|the h-bond with carboxamide of entity will be maintained by his170 but not by pro104 .
OrderedDict([('DRUG', 4), ('OTHER', 4)])|OrderedDict([('OTHER', 4), ('DRUG', 4)])|drug|vancomycin daptomycin imipenem ceftazidime colistin|dexamethasone paclitaxel doxycycline bevacizumab voriconazole|avibactam|an identical setup but with wells containing 4 µg / ml of entity was used to assess the effect of this agent on each carbapenem .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 2)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan doxorubicin capecitabine paclitaxel gemcitabine|irinotecan|for some chemotherapeutics , such as entity , a clear contribution of the microbiota in determining drug‐induced gastrointestinal toxicity has been proved and the use of inhibitors of
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|dmba paclitaxel methotrexate carcinogen aom|irinotecan|three weeks after first entity administration , all the tumors were separated from the first generation mice and passaged to the second generation .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|etoposide taxol doxorubicin paclitaxel irinotecan|irinotecan|sst0001 in combination with entity ( topoisomerase i inhibitor ) displayed a significant enhancement in antitumor activity against a204 rhabdoid xenografts ( cassinelli et al . , 2016 ) .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 4), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|capecitabine irinotecan lv bevacizumab fluorouracil|irinotecan|in the folfirinox group , 80% of the planned dose of 5-fu and 75% of oxaliplatin and entity were administered to patients .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|etoposide irinotecan doxorubicin paclitaxel mitoxantrone|irinotecan|in contrast , no response to topotecan was observed in patients who were previously treated with the topoisomerase i inhibitor entity .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 3), ('DIS', 2)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|ptx dox doxorubicin liposomal cddp|irinotecan|this allowed us to achieve improved entity loading capacity , which provides superior killing efficiency at the orthotopic tumor site , compared to liposomes .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan capecitabine fluorouracil bevacizumab mitomycin|irinotecan|combination chemotherapy with infusional 5-fluorouracil ( fu ) and folinic acid ( fa ) with either entity ( folfiri ) or oxaliplatin ( folfox ) is commonly used in the daily practice .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|carbohydrate glycogen glutamine pyruvate aerobic|irinotecan|in addition , the roles of frizzledr ->jun / pax2 signaling enriched in lightyellow and entity metabolism enriched in darkgreen module in rat lr still need to be confirmed .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|paclitaxel doxorubicin dox docetaxel gemcitabine|irinotecan|similarly , the antitumor pharmacodynamic effects of two liposomal formulations of entity , having slow- and moderate release rates ( t 1 / 2 of release = 58 . 6 h vs . 14 h ) , were evaluated in
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 2), ('DIS', 1)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|vancomycin corticosteroids rituximab dexamethasone steroids|irinotecan|subsequent doses of entity were withheld if the patients had an absolute neutrophil count ≤1000 µl −1 , platelet count ≤100 , 000 µl −1 ,
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan oxaliplatin cetuximab capecitabine docetaxel|irinotecan|the best example to demonstrate the clinical impact of ugt polymorphisms on anticancer treatment is entity , used in colorectal cancer therapy .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan etoposide paclitaxel sn temozolomide|irinotecan|in comparison , sn-38 ( 10 µm ) , the active metabolite of entity , a compound with known toxicity to neutrophils [ 23 ] was clearly toxic under these assay conditions ( fig . 4b
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|irinotecan cpt etoposide oxaliplatin taxol|irinotecan|since then , the synthetic analogs of cpt , such as entity and topotecan , have been developed as chemotherapeutic drugs , which have been approved both in the united states and in europe
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|vehicle pbs mmc egcg bevacizumab|irinotecan|nude mice bearing human fadu and a253 tumors were treated orally with different doses of msc and entity .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|cddp doxorubicin cetuximab paclitaxel docetaxel|irinotecan|msc is highly effective in modulating the therapeutic index of entity in the treatment of human squamous cells carcinoma of the head and neck xenografts ( fadu and a253 ) .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 2), ('DIS', 2)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|antitumor msc dox chemotherapeutic pdt|irinotecan|enhanced entity efficacy was greater in fadu tumors ( 100% cr ) than in a253 tumors ( 60% cr ) , and depended on msc dose with
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|doxorubicin sorafenib gefitinib atra paclitaxel|irinotecan|these findings indicate that downregulation of xct could be one of the critical determinants of the in vivo response to entity treatment .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 4), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|paclitaxel cddp gemcitabine carboplatin mta|irinotecan|together these studies suggest that entity may not be an ideal intraperitoneal chemotherapy agent .
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|ranibizumab bevacizumab sorafenib erlotinib everolimus|irinotecan|description of studies with entity and bevacizumab a total of 12 studies met all our inclusion criteria , and 10 of the 12 studies were enrolled
OrderedDict([('OTHER', 4), ('DRUG', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 3), ('DIS', 1)])|drug|irinotecan paclitaxel tolerated capecitabine pharmacokinetics|bevacizumab immunotherapy rituximab bcg paclitaxel|irinotecan|these elevated responses began prior to the initiation of bevacizumab / entity at week 9 , peaked at week 14 after vaccination began , then persisted and partially subsided .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('DRUG', 5), ('OTHER', 3), ('DIS', 3)])|drug|minocycline mic intravitreal rifampin vancomycin|atorvastatin pravastatin lovastatin statins pentoxifylline|minocycline|albumin , entity and simvastatin are also under investigation in clinical trials [ 144 ] .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 5)])|drug|minocycline mic intravitreal rifampin vancomycin|rnai sirna tat shrna sirnas|minocycline|it is also to be noted that entity was originally not engineered to target any specific viral proteins .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 3), ('DRUG', 3), ('DIS', 1)])|drug|minocycline mic intravitreal rifampin vancomycin|melatonin nac atorvastatin resveratrol pentoxifylline|minocycline|using this treatment regime , we had demonstrated that entity was able to decrease brain inflammation , damage and long‐term cognitive deficits in sepsis survivors .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('DRUG', 5), ('OTHER', 3), ('DIS', 1)])|drug|minocycline mic intravitreal rifampin vancomycin|doxycycline dexamethasone rapamycin oseltamivir simvastatin|minocycline|with entity treatment in wnv-infected scsc , significant reductions were observed for ccl2 , ccl3 , and ccl5 ( fig . 2b ) .
