vecuronium|DRUG|In March 2000 , the Company resumed the manufacture and commercial distribution of entity under the expedited certification procedures provided in the Consent Agreement .
vecuronium|DRUG|We initiated a recall of a batch of entity bromide , a product we market on behalf of a third party , in February 2001 due to concerns with filtration- testing
vecuronium|DRUG|For purposes of this paragraph , the term Krypton Products refers to glipizide , glyburide , ISMN , midazolam HCL and entity bromide .
vecuronium|DRUG|for odanacatib for osteoporosis , suvorexant for insomnia and sugammadex sodium injection for reversal of neuromuscular blockade induced by rocuronium or entity .
vecuronium|DRUG|In March 2000 , Schein resumed the manufacture and commercial distribution of entity under the expedited certification procedures provided in the consent agreement .
avibactam|DRUG|The ceftazidime / entity combination product Forest expects will receive three years of Hatch-Waxman exclusivity upon approval .
avibactam|DRUG|for CRE infections , physicians have resorted to older drugs such as colistin or more recently drugs such as tigecycline and ceftazidime / entity .
avibactam|DRUG|entity is a novel , non beta-lactam , beta lactamase inhibitor , quite a mouthful , itself as a molecule does not possess intrinsic antibacterial
avibactam|DRUG|entity is currently being developed in combination with ceftazidime , a cephalosporin antibiotic .
avibactam|DRUG|The addition of entity to ceftazidime protects ceftazidime from breakdown by β-lactamases .
avibactam|DRUG|It consists of a combination of entity and ceftazidime - a third generation antipseudomonal cephalosporin with a well-established efficacy and safety profile .
avibactam|DRUG|The addition of entity protects ceftazidime from being broken down by beta-lactamases that are produced by resistant bacteria .
avibactam|DRUG|It has structural similarities to entity , a BLI recently approved in combination with ceftazidime ( Avycaz ) .
avibactam|DRUG|Almirall for LAS100977   0 . 25 Licensing payment to AstraZeneca for entity and ceftazidime / entity   0 . 75 Rounding  
avibactam|DRUG|Actavis and AstraZeneca are developing ceftazidime / entity and ceftaroline / entity for pneumonia and complicated urinary and intra-abdominal infections .
avibactam|DRUG|entity is also protected by an issued United States patent directed to combinations with an antibiotic that expires in 2026 .
avibactam|DRUG|entity is a first-in-class broad-spectrum β-lactamase inhibitor , which protects ceftazidime against degradation by Class A , C and some D , β-lactamases .
avibactam|DRUG|In addition , entity is protected by a United States composition-of-matter patent that expires in 2022 , without PTE .
avibactam|DRUG|Based on the results of these studies , we and AstraZeneca initiated Phase III studies for ceftazidime / entity in patients with cIAI in December 2011 and in patients with cUTI in July 2012 .
avibactam|DRUG|In fiscal 2013 , these costs were largely related to clinical trials for nebivolol / valsartan , aclidinium / formoterol , vilazodone , memantine , and ceftazidime / entity .
avibactam|DRUG|Actavis plc and AstraZeneca PLC are developing ceftazidime / entity and ceftaroline / entity for pneumonia and complicated urinary and intra-abdominal infections .
avibactam|DRUG|So we are very excited to introduce to you entity .
avibactam|DRUG|Forest Laboratories and AstraZeneca are developing ceftazidime / entity and ceftaroline / entity for pneumonia and complicated urinary and intra-abdominal infections .
irinotecan|DRUG|ERBITUX product labeling to include overall survival data as a single agent in EGFR-expressing mCRC patients after failure of both entity- and oxaliplatin-based regimens .
irinotecan|DRUG|SN38 is the active metabolite of CPT-11 ( entity ) , which is approved for the treatment of colorectal cancer .
irinotecan|DRUG|The FDA approved entity as Camptosar in 1994 for use in colorectal cancer .
irinotecan|DRUG|Erbitux ( R ) is approved in United States , Austria , Canada , Germany and Switzerland for metastatic colorectal in combination with entity in entity-refractory patients .
irinotecan|DRUG|we did observe statistically significant improvements in progression free survival , or PFS , and other efficacy endpoints for HA-entity compared with irinotecan alone .
irinotecan|DRUG|entity and cisplatin are two established anticancer drugs which together constitute an active combination for treating SCLC .
irinotecan|DRUG|Note : Chemotherapy regimens included temozolomide and entity .
irinotecan|DRUG|is to assess the safety and pharmacokinetics of MM-121 in combination with cetuximab and MM-121 in combination with cetuximab and entity .
irinotecan|DRUG|One of our clinical development strategies is to replace the use of entity with MM-398 by demonstrating that MM-398 has favorable efficacy and safety characteristics compared to entity .
irinotecan|DRUG|that are currently conducted by Aventis , together with certain patents and other assets relating to territories where Pfizer currently markets entity , including the United States .
irinotecan|DRUG|” The study was initiated following the demonstration of synergy between nimotuzumab and entity in the laboratories of Daiichi Sankyo in gastric cancer cell lines .
irinotecan|DRUG|advanced colorectal cancer in which NUC-3373 will be combined with many of the agents typically combined with 5-FU , including leucovorin , entity , oxaliplatin and monoclonal antibodies .
irinotecan|DRUG|Clinical development of MM-398 We are pursuing two approaches in the ongoing clinical development of MM-398 : Replace entity .
irinotecan|DRUG|Two camptothecin derivatives , topotecan and entity , have been approved by the FDA for the treatment of small-cell lung , ovarian , and colorectal cancers .
irinotecan|DRUG|Most systemic therapies for colorectal cancer include 5-FU , either as monotherapy or in combination with another chemotherapeutic , typically oxaliplatin or entity .
irinotecan|DRUG|This study enrolled 463 patients with metastatic colorectal cancer who had failed standard entity- and oxaliplatin-containing chemotherapy .
irinotecan|DRUG|These two ADCs facilitate targeted delivery of SN-38 , the active metabolite of entity , an effective , yet toxic chemotherapeutic , directly to tumor cells .
irinotecan|DRUG|entity and cisplatin combinations were evaluated systematically for drug ratio-dependent synergy in vitro using a panel of 20 tumor cell lines .
irinotecan|DRUG|Our clinical strategy is to administer birinapant with therapies ( for example , azacitidine or entity ) that induce the production of TNF or related molecules .
irinotecan|DRUG|Since that time he has had increasing responsibility for overseeing the global research plans and teams for entity and dalteparin .
minocycline|DRUG|“Its quite unique in that its a entity topical ; I dont like a lot of the entity oral [ products ] , but entity topical – I can certainly get excited about .
minocycline|DRUG|reported novel imaging techniques , suggesting that BPX-01 effectively targets P . acnes in the skin without the systemic side effects of oral entity .
minocycline|DRUG|In October , they received approval for their first product , AMZEEQ , a topical entity formulation for the treatment of Acne .
minocycline|DRUG|In this study , no serious adverse events were observed and the treatment-related adverse events were related to dermal irritation in the 2% entity treatment arm .
minocycline|DRUG|Our lead product candidate , FMX101 for moderate-to-severe acne , is a novel topical foam formulation of the antibiotic entity .
minocycline|DRUG|In September 1999 we recognized a gain of $2 . 7 million on the sale of our Vectrin ( R ) entity HCL product line .
minocycline|DRUG|Solodyn , a branded oral entity , the current standard of care for moderate-to-severe acne , accounted for nearly one half of the total branded oral market for
minocycline|DRUG|Thus , it has been demonstrated that the amount of either entity or edetate that leaks into the serum is very low or none at all .
minocycline|DRUG|Limitations of Use : This formulation of entity has not been evaluated in the treatment of infections .
minocycline|DRUG|are marketed outside the U . S . During 1998 , the Company filed ANDA  s for two products previously selected , from which one product , entity , received approval in March 1999 .
minocycline|DRUG|Dose A resulted in 5 mg / cm2 of entity , which translates to approximately about 1 mg / g of skin .
minocycline|DRUG|Limitations of current standard of care for acne : Oral entity , such as Solodyn , is the current standard of care for moderate-to-severe acne .
minocycline|DRUG|MPTS in blood serum and saliva in order to observe the drug release profile , and to assess the development of entity resistance .
minocycline|DRUG|BPX-04 is designed to deliver the active , entity , into the skin without further irritating the skin .
minocycline|DRUG|The prior year sales included $6 , 373 of entity sales which the Company stopped selling in late 1999 because of deteriorating market conditions .
minocycline|DRUG|Oral entity has been a commonly used treatment for acne for years .
minocycline|DRUG|This approach was via structure-activity relationship chemistry-based modifications of the seven and nine positions of entity .
minocycline|DRUG|used its expertise in biology and tetracycline chemistry to create chemically diverse and biologically distinct small molecules derived from the entity core structure .
minocycline|DRUG|Success in IGA @ Week 12 Difference from Vehicle FMX103 entity foam , 1 . 5% 10-week study Epsolay® ( † ) Sol-Gel did not conduct a head-to-head comparison trial or study .
minocycline|DRUG|or the CIPAN Agreement , which provides the terms and conditions under which CIPAN will manufacture and supply to the Company entity starting material and crude omadacycline .
rasagiline|DRUG|that are intended to alter the course of the disease , including the investigational drugs known as CEP-1347 , GDNF , TCH-346 and entity .
rasagiline|DRUG|Azilect® ( entity tablets ) , Tevas once-daily treatment for Parkinsons disease , continued to establish itself in the U . S . and Europe .
rasagiline|DRUG|A number of MAO inhibitors are approved for PD therapy , including Zelapar ( selegiline / Valeant ) and Azilect ( entity ; Teva / Lundbeck ) .
rasagiline|DRUG|Teva and its strategic partner H . Lundbeck A / S recently submitted the entity regulatory file to the European Agency for Evaluation of Medicinal Products .
rasagiline|DRUG|ABOUT AZILECT® ( UNITED STATES ) INDICATION AZILECT® ( entity tablets ) is indicated for the treatment of the signs and symptoms of Parkinsons disease ( PD ) both as initial therapy alone and
rasagiline|DRUG|Youdim has published numerous articles describing entity  s neuroprotective and neurorescue activities in various laboratory models .
rasagiline|DRUG|Our once-daily treatment for Parkinsons disease , Azilect® ( entity tablets ) , continued to grow .
rasagiline|DRUG|completion of the two phase III clinical trials in March , Teva submitted to the FDA a New Drug Application for entity for the treatment of Parkinsons disease .
rasagiline|DRUG|Developed by Teva , entity tablets are approved in over 40 countries for the treatment of Parkinsons disease .
rasagiline|DRUG|Our once-daily treatment for Parkinsons disease , Azilect® ( entity tablets ) , continued to grow in the U . S . and Europe .
rasagiline|DRUG|Selectivity was tested by evaluating the interaction between tyramine and entity in healthy subjects .
rasagiline|DRUG|Our once-daily treatment for Parkinsons disease , Azilect® ( entity tablets ) , continued to establish itself in the U . S . and Europe .
rasagiline|DRUG|Azilect® ( entity tablets ) , Tevas once-daily treatment for Parkinsons disease and its second innovative drug , is now available in 29 countries .
rasagiline|DRUG| Teva Pharmaceutical Industries Ltd . ( Israel ) : We are in collaboration with Teva Pharmaceutical Industries Ltd . to develop and commercialize entity .
rasagiline|DRUG|About AZILECT&reg AZILECT&reg tablets ( entity ) 1 mg / day are indicated for the treatment of the signs and symptoms of Parkinson  s disease both as initial therapy alone
rasagiline|DRUG|Teva expects to market entity in Europe with H . Lundbeck A / S , and in the United States with its new strategic partner Eisai Inc . Teva
rasagiline|DRUG|About AZILECT &reg AZILECT&reg 1 mg tablets ( entity tablets ) are indicated for the treatment of the signs and symptoms of Parkinson  s disease both as initial therapy alone and
rasagiline|DRUG|Azilect® ( entity tablets ) is indicated as initial monotherapy and as an adjunct to levodopa for the treatment of the signs and symptoms
rasagiline|DRUG|ABOUT AZILECT® AZILECT® tablets ( entity tablets ) are indicated for the treatment of the signs and symptoms of Parkinsons disease both as initial therapy alone and
rasagiline|DRUG|Azilect® ( entity tablets ) is indicated as an initial monotherapy and as an adjunct to levodopa for the treatment of the signs and
bethanechol|DRUG|According to Wolters Kluwer , total sales of generic entity Chloride 5mg , 10mg and 25mg tablets at AWP were $56 million in 2007 .
nortriptyline|DRUG|CRx-170 is a novel synergistic combination drug candidate containing low dose budesonide and low dose entity .
nortriptyline|DRUG|Clinical trials of the antiepileptic agents gabapentin and lamotrigine and the antidepressants entity and amitriptyline have all been negative .
nortriptyline|DRUG|on multiple measures such as psoriatic infiltrate thickness , erythema and clinical skin condition and produced greater improvements than mometasone and entity alone .
nortriptyline|DRUG|The 2 most common adverse events related to CRx-170 were dry mouth , drowsiness , constipation and headache ; known effects of entity .
nortriptyline|DRUG|ProCom , U . S . Patent No . 6 , 344 , 487 , claims a method of treating insomnia with low dosage forms ( 0 . 5 mg to 10 mg ) of entity .
nortriptyline|DRUG|license from ProCom , U . S . Patent No . 6 , 344 , 487 , claims a method of treating insomnia with low dosage forms ( 0 . 5mg to 10mg ) of entity .
nortriptyline|DRUG|CRx-170 did not show a modulation of the inflammatory marker CD163 from the treatment baseline , although entity clearly did decrease CD163 on its own .
nortriptyline|DRUG|CRx-191 contains a mid- potency glucocorticosteroid , mometasone , and a low dose of the tricyclic anti-depressant , entity .
nortriptyline|DRUG|CRx-191 contains a mid-potency glucocorticosteroid , mometasone , and a very low dose of the tricyclic anti-depressant , entity .
nortriptyline|DRUG|The most common adverse events related to CRx-170 were dry mouth , drowsiness , constipation and headache ; known effects of entity .
nortriptyline|DRUG|license from ProCom One , U . S . Patent No . 6 , 344 , 487 , claims a method of treating insomnia with low dosage forms ( 0 . 5 mg to 10 mg ) of entity .
nortriptyline|DRUG|About CRx-170 CRx-170 is an oral synergistic combination drug candidate containing low doses of the steroid prednisolone and the anti-depressant entity .
terbinafine|DRUG|We believe the usage of branded and generic entity has been limited due to safety concerns related to liver toxicity .
terbinafine|DRUG|MycoVa™ combines an existing , approved drug for nail fungus , entity , with the NexACT® technology that enhances the absorption of the drug through the skin .
terbinafine|DRUG|Consistent with this strategy , during fiscal 2006 we commenced sales of generic entity in certain European markets through an out-licensing arrangement .
terbinafine|DRUG|“Novartis Formulation”means any topical formulation of entity ( other than the NexMed Formulation ) developed by or on behalf of Novartis .
terbinafine|DRUG|NM100060 is topically applied , and incorporates entity , a currently marketed oral anti-fungal drug , with the NexACT® technology , which facilitates the permeation of the drug through the nail
terbinafine|DRUG|Aerosol No protection Lamisil entity ( entity hydrochloride ) Fungal infection of the skin and nails caused by dermatophyte fungi Tinea capitis Fungal infections of the skin
terbinafine|DRUG|Worldwide sales of the branded entity product Lamisil , the most prescribed systemic drug for onychomycosis , were $1 . 2 billion in 2004 and $978 million in 2006 , when
terbinafine|DRUG|Umang Vohra Though the entity trials are ongoing , we have not got an early read kind of a methodology for that trial and we hope
terbinafine|DRUG|Significant product launches in fiscal 2006 included glimepiride tablets and zonisamide tablets in the United States and entity tablets in the United Kingdom .
terbinafine|DRUG|Treatments are segmented into two approaches , either oral therapies , such as entity , or topical products , such as Jublia , an azole , and Kerydin , an oxaborole .
terbinafine|DRUG|evolved for Promius Pharma as a whole and how do you see that going forward and some update on your entity product for which you had phase three already enrolled?
terbinafine|DRUG|New product launches in fiscal 2006 included the generic versions of glimepiride , lansoprazole , lisinopril , sertraline and entity .
terbinafine|DRUG|During fiscal 2008 , we launched carvedilol tablets , meprobamate tablets , omeprazole , finasteride , ceterizine OTC , ranitidine OTC , zolpidem tablets , entity and ciprofloxacin ER tablets .
terbinafine|DRUG|Despite its high labeled efficacy ( 38% ) , we believe the usage of branded and generic entity has been limited due to safety concerns related to liver toxicity .
terbinafine|DRUG|Lamisil ( entity ) , a systemic drug approved for onychomycosis , had worldwide peak sales of $1 . 2 billion in 2004 , before generic entry .
terbinafine|DRUG|Preclinical studies have shown that itraconazole , the antifungal agent in Hyphanox , has a broader spectrum of activity than entity , the antifungal agent in Lamisil .
terbinafine|DRUG|However , this was offset to some extent by a decrease in sales of entity and sertraline .
terbinafine|DRUG|period ending June 30 , 2010 , 1 . 4 million new prescriptions were filled in the United States for both branded and generic versions of entity .
terbinafine|DRUG|Lamisil ( entity ) is a treatment for fungal nail infection ( onychomycosis ) .
terbinafine|DRUG|A generic version of Lamisil , entity , recently became available .
ledipasvir|DRUG|Harvoni combines the NS5A inhibitor entity with sofosbuvir and is indicated for an eight , 12 or 24 week treatment duration depending on prior treatment history , cirrhosis
ledipasvir|DRUG|In October 2014 the FDA approved Gileads interferon-free Harvoni , a entity / sofosbuvir combination for patients with genotype 1 .
ledipasvir|DRUG|pending patent applications directed to the use of combinations for the treatment of HCV , and , specifically , to the combination of entity and sofosbuvir .
ledipasvir|DRUG|Gilead Sciences markets Harvoni as a  cure  for Hepatitis C . It combines two drugs : Sovaldi ( sofosbuvir ) and entity .
ledipasvir|DRUG|Additionally , AbbVie has obtained Canadian Patent No . 2 , 857 , 339 ( the 339 patent ) which purports to cover a solid composition that contains entity .
ledipasvir|DRUG|classes of compounds that provide better safety and efficacy such as nucleotide polymerase inhibitors sofosbuvir ( Sovaldi ) and the sofosbuvir and entity combination ( Harvoni ) .
ledipasvir|DRUG|In October 2014 , we also received approval of the fixed-dose combination of entity and sofosbuvir , now known commercially as Harvoni .
ledipasvir|DRUG|In October 2014 the FDA approved Gileads interferon-free Harvoni® , a fixed-dose combination of sofosbuvir and entity ( a NS5A inhibitor ) for patients with genotype 1 HCV .
ledipasvir|DRUG|The HCV NS5A Drug Resistance Assay assesses resistance to entity .
ledipasvir|DRUG|resistance to sofosbuvir , which was approved as a single DAA in 2013 and as a co-formulation with the NS5A inhibitor , entity , in 2014 .
ledipasvir|DRUG|Separately , results from a Phase 2 study demonstrated the safety and efficacy of entity / sofosbuvir in patients with genotypes 4 or 5 infection .
ledipasvir|DRUG|classes of compounds that provide better safety and efficacy such as nucleotide polymerase inhibitors sofosbuvir ( Sovaldi® ) and the sofosbuvir and entity combination ( Harvoni ) .
ledipasvir|DRUG|entity inhibits the NS5A HCV viral protein .
fluoxetine|DRUG|as cured ( with a HAM-D score lower than 8 ) , we had between 37% and 39% , of a similar order to entity .
fluoxetine|DRUG|Vilazodone has greater in vitro potency and selectivity for serotonin reuptake than compounds such as entity .
fluoxetine|DRUG|compete with newer generation anti-depressants used to treat hot 17 Table of Contents flash frequency , such as venlafaxine by Wyeth , entity by Eli Lilly and paroxetine by Glaxo Smith Kline .
fluoxetine|DRUG|entity is the generic equivalent of Eli Lilly  s Prozac antidepressant , which is patent protected and had annual sales of $1 . 7 billion for the twelve months ended September 30 , 1997 .
fluoxetine|DRUG|In the same preclinical studies , the SSRI entity did not induce rapid onset antidepressant-like responses .
fluoxetine|DRUG|entity capsules Central nervous system Anti-psychotic Rs .
fluoxetine|DRUG|Product sales , excluding entity and Tamoxifen , were approximately $122 million during the third quarter .
fluoxetine|DRUG|Commonly prescribed drugs for other symptoms include Ditropan or Detrol for bladder dysfunction , Provigil for fatigue , entity for depression , and amitriptyline for pain .
fluoxetine|DRUG|You can see that the adverse effects are relatively traditional for entity : essentially digestive , gastrointestinal orders and nausea and disappear in function of time .
fluoxetine|DRUG|Major marketed brands include Tofranil ( imipramine ) , Prozac ( entity ) , Paxil ( paroxetine ) , Luvox ( fluoxamine ) and Zoloft ( sertaline ) .
fluoxetine|DRUG|The API entity has been the subject of multiple studies in humans and has been approved for use in humans for decades .
fluoxetine|DRUG|The Company filed its application for entity in January 1996 , and has been sued for patent infringement by Eli Lilly , initiating the patent challenge process .
fluoxetine|DRUG|Based on a recent Federal Court of Appeals ruling , Lilly  s composition of matter patent on entity will expire in the summer of 2001 .
bupropion|DRUG|/ Mecamylamine tablets Formulation and Method Of Making Tablets Containing entity And Mecamylamine Issued March 9 , 2010 Expires July 25 , 2027 US Appl .
bupropion|DRUG|Neuropsychiatric Reactions in Patients Taking entity for Smoking Cessation Serious neuropsychiatric reactions have occurred in patients taking bupropion for smoking cessation .
bupropion|DRUG|Adverse events and laboratory findings appeared to be consistent with the individual components of Empatic , entity and zonisamide .
bupropion|DRUG|However , we could be exposed to potential patent infringement liability from other third parties who hold patents on various formulations of entity and naltrexone .
bupropion|DRUG|Approximately 60 smokers interested in quitting will be randomized in a 1 : 1 ratio to receive either AXS-05 or entity for 4 weeks .
bupropion|DRUG|For all doses tested , administration of DM in combination with entity resulted in substantial increases in AUC0‑12 and Cmax values of DM on Day 8 as compared to Day 1 of dosing .
bupropion|DRUG|In addition , Empatic contains entity , the same active ingredient that gave rise to the FDAs concerns regarding the cardiovascular safety profile of NB32 , which depending
bupropion|DRUG|Aplenzin is a once-daily formulation of entity hydrobromide and has been approved in 174mg , 348mg , and 522mg extended-release tablets .
bupropion|DRUG|We are very encouraged by the magnitude of superiority in responders over entity , the active control .
bupropion|DRUG|In 2001 , we licensed our once-daily formulation of entity HCl to GSK and have been collaborating with them to seek regulatory approval of Wellbutrin XL .
bupropion|DRUG|for this period also includes a $3 . 0 million bond received from Glaxo to settle all patent infringement litigation relating to entity HCl , ER 100 mg and 150 mg tablets .
bupropion|DRUG|that we are pursuing ; however , generic forms of the active ingredients of our product candidates , including zoledronic acid , DM , and entity , are available and could be used off‑label .
bupropion|DRUG|We have entered into long-term supply agreements for the supply of naltrexone and entity API .
bupropion|DRUG|Biovail also acquired the right to market its once-daily formulation of entity HCl in Canada under the trade name Wellbutrin® XL if regulatory approval is received .
bupropion|DRUG|For example , we have in-licensed from GlaxoSmithKline certain formulation patents related to entity that expand our formulation options as we develop our commercial formulation of Contrave .
bupropion|DRUG|the basis of the PET results , we added a second set of patients randomized either to 32mg naltrexone plus 400mg entity SR or a double placebo .
bupropion|DRUG|Forfivo XL® ( entity extended-release ) is the first 450 mg bupropion HCl tablet indicated for Major Depressive Disorder , approved by the FDA .
bupropion|DRUG|CPI-300 is a higher strength of the antidepressant entity HCl , the active ingredient in Wellbutrin XL® .
bupropion|DRUG|: CPI-300 is a higher strength of the antidepressant entity HCl , the active ingredient in Wellbutrin XL® .
albuterol|DRUG|for which we provide sterile manufacturing services include several influenza 2 Table of Contents vaccines , Xopenex® , and entity .
albuterol|DRUG|In the respiratory market , we compete primarily against entity .
albuterol|DRUG|We also evaluated RPL554 administered as an add-on therapy to either entity or ipratropium , in each case as compared to entity or ipratropium alone .
albuterol|DRUG|Symbicort demonstrated a 51% reduction in the rate of annual asthma exacerbations , compared to entity .
albuterol|DRUG|XOPENEX Inhalation Solution and generic entity inhalation solution currently account for the majority of beta-agonist inhalation solution prescriptions in the market .
albuterol|DRUG|the second quarter 2007 to institute a new , bundled payment amount for XOPENEXÒ brand leventity HCl Inhalation Solution and generic entity inhalation solution products .
albuterol|DRUG|Effective January 1 , 2007 , CMS established new billing codes and payment methodologies for other compounded inhalation drugs , including entity and ipratropium .
albuterol|DRUG| ProAir Digihaler ( entity sulfate 117 mcg ) inhalation powder is the first and only digital inhaler with built-in sensors which connects to a companion
albuterol|DRUG|In 1998 , IVAX also applied for approval to market an entity non-CFC formulation in various European countries .
albuterol|DRUG|entity is the most widely used MDI product approved for the treatment of asthma , accounting for nearly $680 million in sales
albuterol|DRUG|entity is marketed by GlaxoWellcome plc ( " GlaxoWellcome " ) , Schering-Plough and others .
albuterol|DRUG|With XOPENEX HFA , we compete with generic chlorofluorocarbon-based entity metered-dose inhalers and brand-name HFA entity metered-dose inhalers .
albuterol|DRUG|CFC-containing entity MDIs are required to be phased-out before the end of 2008 , with patients increasingly transitioning to HFA 2 MDIs .
albuterol|DRUG|There was no difference in the exacerbation rate between Symbicort and twice-daily maintenance budesonide plus entity , despite a 52% reduction in the mean steroid dose with Symbicort .
albuterol|DRUG|Upon commercialization , Zambon will be entitled to certain royalties on payments received by us for entity , ipratropium and cromolyn sales for specified periods .
albuterol|DRUG|entity has been marketed for many years , is well established and sells at prices substantially lower than XOPENEX Inhalation Solution .
albuterol|DRUG|This increase was principally due to the continued transition of patients previously using chlorofluorocarbon ( CFC ) entity MDIs .
albuterol|DRUG|Almost one-half of the market is still comprised of CFC entity MDIs , representing a sizeable remaining market opportunity for the XOPENEX HFA product .
albuterol|DRUG|non-refundable $65 million cash deposit and issuance of letters of credit for the remaining balance , to be held by the entity Settlement Trust Fund as security for potential future payments .
albuterol|DRUG|This reflected the impact of generic entity substitutes on Ventolin in the US , the impact of COVID-19 pandemic related destocking in Europe and allergy market contraction in
tromethamine|DRUG|Pursuant to the SPRIX Purchase Agreement , the Company acquired specified assets and liabilities associated with SPRIX ( ketorolac entity )
tromethamine|DRUG|entities acting in concert with them , are enjoined from making any preparations to make , sell , or offer for sale ketorolac entity ophthalmic solution 0 . 5% in the United States .
tromethamine|DRUG|District Court for the Eastern District of Texas alleging patent infringement claims against the Company relating to the 0 . 4% ketorolac entity formulation .
tromethamine|DRUG|Egalet has two approved products : OXAYDO® ( oxycodone HCI , USP ) tablets for oral use only CII and SPRIX® ( ketorolac entity ) Nasal Spray .
tromethamine|DRUG|The Company has two VDA drug candidates currently being tested in clinical trials , fosbretabulin entity , or fosbretabulin , and OXi4503 .
tromethamine|DRUG|The fosbretabulin entity is being provided to CTEP under a Cooperative Research and Development Agreement ( CRADA ) with OXiGENE and the bevacizumab is being
tromethamine|DRUG|For example , ketorolac entity is an injectable NSAID that had significant sales prior to the FDAs imposing a black box warning limiting the combined
tromethamine|DRUG|The Company has two approved products : OXAYDO ( oxycodone HCI , USP ) tablets for oral use only CII and SPRIX® ( ketorolac entity ) Nasal Spray .
