#CLS_PREDICTION_ENTITY|MASK_PREDICTION_ENTITY|ACTUAL_ENTITY|CLS_PREDICTIONS|MASKED_PREDICTIONS|MASKED_WORD|SENTENCE
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 4), ('DIS', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|atropine propofol midazolam fentanyl sevoflurane|vecuronium|entity 0 . 1 mg·kg −1 was given for neuromuscular blockade after confirmation of adequate facemask ventilation .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 4), ('DIS', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|propofol sevoflurane fentanyl morphine atropine|vecuronium|by up to 306 % when train-of-four ratios were maintained at 0 . 7 by continuous infusion of either atracurium , pancuronium or entity [ 36 ] .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 5), ('OTHER', 2)])|drug|neuromuscular relax fentanyl tracheal nerve|midazolam propofol lidocaine dexamethasone morphine|vecuronium|the patient was then induced with intravenous fentanyl 150 μg , thiopentone 250 mg and entity 8 mg through the same cannula .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|neuromuscular relax fentanyl tracheal nerve|midazolam dexamethasone morphine lidocaine ketamine|vecuronium|after confirming the tube placement , propofol ( 50 mg ) , fentanyl ( 50 μg ) , and entity ( 5 mg ) were intravenously administered .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|neuromuscular relax fentanyl tracheal nerve|losartan bevacizumab tracer midazolam bortezomib|vecuronium|permitted us to plot the approximate [ a ] 4 / [ a ] 1 ratios as a function of time after the injection of entity in this subject ( lower panel in figure ​ figure4 ) .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 3), ('DIS', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|penicillin tetanus neomycin formaldehyde acetylcholine|vecuronium|previous laboratory investigations suggested that she had reacted to entity , but she also had a specific ige antibody to succinylcholine .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 4), ('DIS', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|propofol fentanyl sevoflurane midazolam atropine|vecuronium|keeping this objective in mind we undertook this comparative study of rocuronium , entity and succinylcholine in terms of intubating conditions and haemodynamic changes .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 4), ('DIS', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|sevoflurane o2 fentanyl propofol isoflurane|vecuronium|anaesthesia was maintained with n2o / o2 66% : 33% and isoflurane 0 . 6% , ventilation was controlled with entity in intermittent doses .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|neuromuscular relax fentanyl tracheal nerve|magnesium atropine methyl potassium sodium|vecuronium|controlled ventilation was facilitated by entity bromide .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 3)])|drug|neuromuscular relax fentanyl tracheal nerve|sevoflurane propofol midazolam lidocaine co2|vecuronium|anesthesia was induced with fentanyl and propofol , and orotracheal intubation facilitated with entity .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|nm relax crm neuromuscular midazolam|vecuronium|to evaluate the neuromuscular effects of a nondepolarizing muscle relaxant ( entity ) during anesthesia with equipotent concentrations of either desflurane or isoflurane .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 4), ('DIS', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|propofol fentanyl sevoflurane atropine morphine|vecuronium|had less variability in duration of action with 2 x ed95 of cisatracurium compared to equipotent doses of rocuronium or entity .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 3), ('DIS', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|propofol fentanyl constant lidocaine morphine|vecuronium|neuromuscular blockade was maintained with a entity infusion until the end of the procedure maintaining two twitches .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 3)])|drug|neuromuscular relax fentanyl tracheal nerve|midazolam atropine propofol sevoflurane lidocaine|vecuronium|however , right after endotracheal intubation with entity 2 mg , remarkable stridor was noticed .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|fluids hydration fluid diuretics contrast|vecuronium|icp of >20 mm hg was typically treated by intravenous entity , ventricular drainage , mannitol , hypertonic saline , mild hyperventilation , and in a few patients by axial cooling .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|neuromuscular relax fentanyl tracheal nerve|propofol sevoflurane acetylcholine atropine morphine|vecuronium|neostigmine has been successfully used for the antagonism of entity and atracurium-induced neuromuscular blockade in dogs .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 3), ('DIS', 1)])|drug|neuromuscular relax fentanyl tracheal nerve|midazolam lidocaine atropine propofol fentanyl|vecuronium|propofol iv until disappearance of verbal response or sevoflurane until loss of consciousness and endotracheal intubation was facilitated with injection entity ( 0 . 1 mg / kg , iv ) .
OrderedDict([('OTHER', 5), ('DRUG', 1), ('DIS', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|neuromuscular relax fentanyl tracheal nerve|atropine magnesium methyl propofol acetylcholine|vecuronium|analgesia was provided with morphine 0 . 1mg kg -1 and muscle relaxation achieved with entity bromide 0 . 1mg kg -1 .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|gentamicin vancomycin ciprofloxacin ceftriaxone penicillin|avibactam|at a concentration of entity of 4 mg / liter ( as currently used for in vitro broth dilution susceptibility testing ) , the mic 90 for
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|ceftriaxone colistin gentamicin ciprofloxacin vancomycin|avibactam|adequate availability of ceftazidime and entity at the site of infection was assessed by measuring penetration into epithelial lining fluid ( elf ) in mice and humans (
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|resistant strain multidrug mdr resistance|ammonium inorganic hydroxyl ferrous catalytic|avibactam|between arg220 and thr237 in the native enzyme is conserved and appears to orient thr237 within hydrogen-bonding range of the entity sulfate moiety .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|ceftriaxone colistin vancomycin ciprofloxacin imipenem|avibactam|as was inferred for ceftazidime , the pk / pd index that best correlated with the efficacy of aztreonam in combination with entity was % f t>mic of the combination .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|resistant strain multidrug mdr resistance|boron imidazole antibiotics carbapenem bortezomib|avibactam|entity and boronic acid transition state inhibitors ( batsis ) overcome resistance to ceftazidime .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|resistant strain multidrug mdr resistance|this minocycline which crizotinib that|avibactam|entity is a bridged diazabicyclooctanone , non-β-lactam β-lactamase inhibitor of a wide range of serine β-lactamases that offers a broader β-lactamase inhibition
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|colistin gentamicin ciprofloxacin vancomycin ceftriaxone|avibactam|with ceftazidime mics of 16 and 32 μg / ml against which the activity of ceftazidime remained unchanged by the addition of entity at 4 μg / ml .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|ceftriaxone gentamicin metronidazole ciprofloxacin imipenem|avibactam|we undertook a retrospective observational study to assess the use of ceftazidime / entity and evaluated prescribing against applied standards .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|ceftriaxone vancomycin ciprofloxacin imipenem colistin|avibactam|between august 2017 and january 2019 , 28 patients received 31 courses of ceftazidime / entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 3)])|drug|resistant strain multidrug mdr resistance|ceftriaxone ciprofloxacin colistin cef half|avibactam|reduced the cefepime mic 90 by ≥8-fold for this subset of isolates , similar to the potentiation of ceftazidime activity by entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|ceftriaxone imipenem colistin gentamicin ciprofloxacin|avibactam|in conclusion , in this in vitro model , ceftazidime / entity was efficacious against carbapenem-resistant organisms , specifically those producing kpc enzymes .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 1)])|drug|resistant strain multidrug mdr resistance|this infliximab adalimumab gentamicin etanercept|avibactam|acknowledgements we thank allergan for providing entity powder .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|ceftriaxone colistin imipenem vancomycin gentamicin|avibactam|in the future , this assay can be eventually compared with ceftazidime / entity combination ( only with kpc or oxa-48-like enzymes ) .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|imipenem penicillin ceftriaxone ampicillin amoxicillin|avibactam|by adding beta-lactamase inhibitor ( tazobactam or entity ) , these new agents have strong activity against mdr gram-negative pathogens .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5)])|drug|resistant strain multidrug mdr resistance|na atp cu e3 co2|avibactam|the data were plotted as k obs versus [ entity ] .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|resistant strain multidrug mdr resistance|azt lamivudine tenofovir nvp fluconazole|avibactam|patients in cohort 2 subsequently received aztreonam / entity at the 1500 / 500 mg q6h entity regimen , with cohort 3 as an extension cohort at this same dose .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|resistant strain multidrug mdr resistance|metronidazole ceftriaxone azt fluconazole gentamicin|avibactam|for all cohorts , the planned duration of iv treatment with aztreonam / entity ( plus iv metronidazole for anaerobic coverage ) was 5–14 days .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|colistin imipenem carbapenem ceftriaxone antibiotics|avibactam|the ges , per , and klebsiella pneumoniae carbapenemase subgroups of class a β-lactamases and does not impact the inhibitory properties of entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 5)])|drug|resistant strain multidrug mdr resistance|lysine arginine metformin midazolam ketamine|avibactam|the h-bond with carboxamide of entity will be maintained by his170 but not by pro104 .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|resistant strain multidrug mdr resistance|ciprofloxacin colistin gentamicin vancomycin imipenem|avibactam|an identical setup but with wells containing 4 µg / ml of entity was used to assess the effect of this agent on each carbapenem .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|irinotecan oxaliplatin capecitabine doxorubicin gemcitabine|irinotecan|for some chemotherapeutics , such as entity , a clear contribution of the microbiota in determining drug‐induced gastrointestinal toxicity has been proved and the use of inhibitors of
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('OTHER', 5), ('BIO', 1), ('DRUG', 1)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|cell nivolumab antibody gene cycle|irinotecan|three weeks after first entity administration , all the tumors were separated from the first generation mice and passaged to the second generation .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 3), ('DIS', 1)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|irinotecan etoposide cpt doxorubicin topo|irinotecan|sst0001 in combination with entity ( topoisomerase i inhibitor ) displayed a significant enhancement in antitumor activity against a204 rhabdoid xenografts ( cassinelli et al . , 2016 ) .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|irinotecan capecitabine bevacizumab docetaxel fluorouracil|irinotecan|in the folfirinox group , 80% of the planned dose of 5-fu and 75% of oxaliplatin and entity were administered to patients .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4), ('DIS', 1)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|irinotecan doxorubicin etoposide bevacizumab docetaxel|irinotecan|in contrast , no response to topotecan was observed in patients who were previously treated with the topoisomerase i inhibitor entity .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 1), ('BIO', 1)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|doxorubicin nanoparticle cell anthracycline dna|irinotecan|this allowed us to achieve improved entity loading capacity , which provides superior killing efficiency at the orthotopic tumor site , compared to liposomes .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|irinotecan capecitabine fluorouracil bevacizumab gemcitabine|irinotecan|combination chemotherapy with infusional 5-fluorouracil ( fu ) and folinic acid ( fa ) with either entity ( folfiri ) or oxaliplatin ( folfox ) is commonly used in the daily practice .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|lipid glucose retinoid retinol galactose|irinotecan|in addition , the roles of frizzledr ->jun / pax2 signaling enriched in lightyellow and entity metabolism enriched in darkgreen module in rat lr still need to be confirmed .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|doxorubicin docetaxel irinotecan gemcitabine bevacizumab|irinotecan|similarly , the antitumor pharmacodynamic effects of two liposomal formulations of entity , having slow- and moderate release rates ( t 1 / 2 of release = 58 . 6 h vs . 14 h ) , were evaluated in
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 2)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|dasatinib bevacizumab cyclophosphamide rituximab dexamethasone|irinotecan|subsequent doses of entity were withheld if the patients had an absolute neutrophil count ≤1000 µl −1 , platelet count ≤100 , 000 µl −1 ,
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|irinotecan capecitabine oxaliplatin cetuximab celecoxib|irinotecan|the best example to demonstrate the clinical impact of ugt polymorphisms on anticancer treatment is entity , used in colorectal cancer therapy .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|irinotecan doxorubicin docetaxel sunitinib dexamethasone|irinotecan|in comparison , sn-38 ( 10 µm ) , the active metabolite of entity , a compound with known toxicity to neutrophils [ 23 ] was clearly toxic under these assay conditions ( fig . 4b
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 4), ('DIS', 1)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|irinotecan etoposide docetaxel topo taxol|irinotecan|since then , the synthetic analogs of cpt , such as entity and topotecan , have been developed as chemotherapeutic drugs , which have been approved both in the united states and in europe
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 2), ('DIS', 1)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|vehicle controls bevacizumab tmz docetaxel|irinotecan|nude mice bearing human fadu and a253 tumors were treated orally with different doses of msc and entity .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 4), ('DIS', 1)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|docetaxel gemcitabine carboplatin tmz irinotecan|irinotecan|msc is highly effective in modulating the therapeutic index of entity in the treatment of human squamous cells carcinoma of the head and neck xenografts ( fadu and a253 ) .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('OTHER', 5)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|antitumor therapeutic chemotherapeutic anticancer antiangiogenic|irinotecan|enhanced entity efficacy was greater in fadu tumors ( 100% cr ) than in a253 tumors ( 60% cr ) , and depended on msc dose with
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|atra tamoxifen retinoid cyclophosphamide arsenic|irinotecan|these findings indicate that downregulation of xct could be one of the critical determinants of the in vivo response to entity treatment .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|bevacizumab irinotecan oxaliplatin gemcitabine carboplatin|irinotecan|together these studies suggest that entity may not be an ideal intraperitoneal chemotherapy agent .
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|sunitinib cetuximab bevacizumab erlotinib thalidomide|irinotecan|description of studies with entity and bevacizumab a total of 12 studies met all our inclusion criteria , and 10 of the 12 studies were enrolled
OrderedDict([('DRUG', 4), ('OTHER', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|irinotecan capecitabine oxaliplatin bevacizumab hydrochloride|ipilimumab cetuximab bevacizumab nivolumab immunotherapy|irinotecan|these elevated responses began prior to the initiation of bevacizumab / entity at week 9 , peaked at week 14 after vaccination began , then persisted and partially subsided .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 1)])|drug|minocycline tetracycline cyclosporine cardiomyopathy methotrexate|atorvastatin simvastatin pioglitazone statins cyclosporine|minocycline|albumin , entity and simvastatin are also under investigation in clinical trials [ 144 ] .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 2)])|drug|minocycline tetracycline cyclosporine cardiomyopathy methotrexate|nivolumab bortezomib aav2 this vsv|minocycline|it is also to be noted that entity was originally not engineered to target any specific viral proteins .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 2)])|drug|minocycline tetracycline cyclosporine cardiomyopathy methotrexate|minocycline ketamine tmz neuroprotection bevacizumab|minocycline|using this treatment regime , we had demonstrated that entity was able to decrease brain inflammation , damage and long‐term cognitive deficits in sepsis survivors .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|drug|minocycline tetracycline cyclosporine cardiomyopathy methotrexate|minocycline lps ifn etanercept adalimumab|minocycline|with entity treatment in wnv-infected scsc , significant reductions were observed for ccl2 , ccl3 , and ccl5 ( fig . 2b ) .
OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 1)])|drug|minocycline tetracycline cyclosporine cardiomyopathy methotrexate|minocycline etanercept ivig infliximab ifn|minocycline|hippocampus have been thus performed to verify the ability of synapses to express ltp in remitting eae mice treated with entity .
