#CLS_PREDICTION_ENTITY|MASK_PREDICTION_ENTITY|ACTUAL_ENTITY|CLS_PREDICTIONS|MASKED_PREDICTIONS|MASKED_WORD|SENTENCE
OrderedDict([('DRUG', 3), ('OTHER', 3)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|lithium sodium potassium agents agent|organic flexible hollow carbon liquid|lithium|each transmitter contains a 3v , 130-mah ( 0 . 39 wh ) entity manganese dioxide battery ( iec cr1632 ) and circuit board that are fully encapsulated in epoxy .
OrderedDict([('DRUG', 3), ('OTHER', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 1)])|drug|lithium sodium potassium agents agent|soluble insoluble sodium organic volatile|lithium|the 5 th cycle , the discharging process was paused at 2 . 1 v ( vs . li + / li ) where the generation of soluble entity polysulfides is maximum .
OrderedDict([('DRUG', 3), ('OTHER', 3)])|OrderedDict([('OTHER', 5)])|drug|lithium sodium potassium agents agent|16 40 autologous 50 fresh|lithium|whole blood was drawn into entity heparin tubes from the inferior vena cava , and plasma was collected by centrifuging blood at 2700 g for 10 minutes
OrderedDict([('DRUG', 3), ('OTHER', 3)])|OrderedDict([('DRUG', 4), ('OTHER', 4)])|drug|lithium sodium potassium agents agent|pilocarpine melatonin dexamethasone testosterone acetylcholine|lithium|se was induced in p21 rats by injection of entity and pilocarpine .
OrderedDict([('DRUG', 3), ('OTHER', 3)])|OrderedDict([('OTHER', 5)])|drug|lithium sodium potassium agents agent|where maximum particle fractional vertical|lithium|due to the anisotropic lithiation rate ( entity invasion in the direction is 6 . 4 times faster than that in the direction 11 ) , the expansion is
OrderedDict([('DRUG', 3), ('OTHER', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|lithium sodium potassium agents agent|sodium ethyl ammonium dissolved polyvinyl|lithium|among the eluents tested , entity chloride gave the best separation of nitrate from bromide .
OrderedDict([('DRUG', 3), ('OTHER', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 4)])|drug|lithium sodium potassium agents agent|chloride sodium ammonium nitrate silver|lithium|it was estimated that the entity ion had the least potential for ion-pair formation with nitrate , and its retention time was prolonged compared with the retention
OrderedDict([('DRUG', 3), ('OTHER', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|lithium sodium potassium agents agent|ethyl methyl phorbol sodium ethylene|lithium|yeast cells were transformed by the entity acetate-polyethylene glycol method .
OrderedDict([('DRUG', 3), ('OTHER', 3)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|lithium sodium potassium agents agent|rapamycin resveratrol minocycline wnt vegf|lithium|laboratory studies show that entity , an activator of the wnt / ß-catenin signaling pathway , slows melanoma progression , but to our knowledge no published epidemiologic studies have explored
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|lidocaine propofol midazolam fentanyl ketamine|vecuronium|[ 4 ] generally , propofol and thiopentone are commonly used for induction of anesthesia and succinylcholine or entity is used as nmb for endotracheal intubation .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 4), ('DIS', 2)])|drug|anesthesia administered propofol infusion during|propofol sevoflurane lidocaine salbutamol dexmedetomidine|vecuronium|in order to increase lung compliance and improve ventilation the patient was paralyzed with entity at 1 mcg / kg / min .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 2)])|drug|anesthesia administered propofol infusion during|orally propofol fentanyl saline intravenously|vecuronium|entity 0 . 1 mg·kg −1 was given for neuromuscular blockade after confirmation of adequate facemask ventilation .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|fentanyl midazolam lidocaine bupivacaine propofol|vecuronium|by up to 306 % when train-of-four ratios were maintained at 0 . 7 by continuous infusion of either atracurium , pancuronium or entity [ 36 ] .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|fentanyl morphine midazolam ketamine lidocaine|vecuronium|the patient was then induced with intravenous fentanyl 150 μg , thiopentone 250 mg and entity 8 mg through the same cannula .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|propofol midazolam fentanyl sevoflurane remifentanil|vecuronium|after confirming the tube placement , propofol ( 50 mg ) , fentanyl ( 50 μg ) , and entity ( 5 mg ) were intravenously administered .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 2)])|drug|anesthesia administered propofol infusion during|morphine cocaine saline lidocaine naloxone|vecuronium|permitted us to plot the approximate [ a ] 4 / [ a ] 1 ratios as a function of time after the injection of entity in this subject ( lower panel in figure ​ figure4 ) .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 3)])|drug|anesthesia administered propofol infusion during|penicillin acetylcholine heparin histamine succinyl|vecuronium|previous laboratory investigations suggested that she had reacted to entity , but she also had a specific ige antibody to succinylcholine .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|lidocaine fentanyl midazolam propofol bupivacaine|vecuronium|keeping this objective in mind we undertook this comparative study of rocuronium , entity and succinylcholine in terms of intubating conditions and haemodynamic changes .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 4), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|n2o isoflurane sevoflurane halothane o2|vecuronium|anaesthesia was maintained with n2o / o2 66% : 33% and isoflurane 0 . 6% , ventilation was controlled with entity in intermittent doses .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|anesthesia administered propofol infusion during|endotracheal ethidium sodium inhaled phorbol|vecuronium|controlled ventilation was facilitated by entity bromide .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|propofol midazolam sevoflurane fentanyl sedation|vecuronium|anesthesia was induced with fentanyl and propofol , and orotracheal intubation facilitated with entity .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5)])|drug|anesthesia administered propofol infusion during|mvc hf lf cmc cats|vecuronium|to evaluate the neuromuscular effects of a nondepolarizing muscle relaxant ( entity ) during anesthesia with equipotent concentrations of either desflurane or isoflurane .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 3), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|placebo fentanyl lidocaine atropine midazolam|vecuronium|had less variability in duration of action with 2 x ed95 of cisatracurium compared to equipotent doses of rocuronium or entity .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5)])|drug|anesthesia administered propofol infusion during|saline bolus vasopressin placebo intravenous|vecuronium|neuromuscular blockade was maintained with a entity infusion until the end of the procedure maintaining two twitches .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|lidocaine propofol atropine midazolam dexamethasone|vecuronium|however , right after endotracheal intubation with entity 2 mg , remarkable stridor was noticed .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|anesthesia administered propofol infusion during|infusion antibiotics corticosteroids drainage methylprednisolone|vecuronium|icp of >20 mm hg was typically treated by intravenous entity , ventricular drainage , mannitol , hypertonic saline , mild hyperventilation , and in a few patients by axial cooling .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('DRUG', 4), ('OTHER', 4), ('DIS', 1)])|drug|anesthesia administered propofol infusion during|acetylcholine morphine cholinergic lidocaine scopolamine|vecuronium|neostigmine has been successfully used for the antagonism of entity and atracurium-induced neuromuscular blockade in dogs .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|anesthesia administered propofol infusion during|propofol iv naloxone bolus saline|vecuronium|propofol iv until disappearance of verbal response or sevoflurane until loss of consciousness and endotracheal intubation was facilitated with injection entity ( 0 . 1 mg / kg , iv ) .
OrderedDict([('OTHER', 5), ('DRUG', 1)])|OrderedDict([('OTHER', 5), ('DRUG', 3)])|drug|anesthesia administered propofol infusion during|diphenyl ethidium intravenous ethyl propylene|vecuronium|analgesia was provided with morphine 0 . 1mg kg -1 and muscle relaxation achieved with entity bromide 0 . 1mg kg -1 .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 3), ('DRUG', 2)])|drug|surg avi ve iv te|mic vancomycin mics ciprofloxacin ic50|avibactam|at a concentration of entity of 4 mg / liter ( as currently used for in vitro broth dilution susceptibility testing ) , the mic 90 for
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('DIS', 1), ('OTHER', 1)])|drug|surg avi ve iv te|ceftazidime ciprofloxacin amikacin gentamicin vancomycin|avibactam|adequate availability of ceftazidime and entity at the site of infection was assessed by measuring penetration into epithelial lining fluid ( elf ) in mice and humans (
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 2)])|drug|surg avi ve iv te|heparan sulfate chondroitin dextran ammonium|avibactam|between arg220 and thr237 in the native enzyme is conserved and appears to orient thr237 within hydrogen-bonding range of the entity sulfate moiety .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 3), ('DIS', 2)])|drug|surg avi ve iv te|ceftazidime amikacin imipenem cefotaxime gentamicin|avibactam|as was inferred for ceftazidime , the pk / pd index that best correlated with the efficacy of aztreonam in combination with entity was % f t>mic of the combination .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('DIS', 1), ('OTHER', 1)])|drug|surg avi ve iv te|boron ceftazidime antibiotics fluoroquinolones vancomycin|avibactam|entity and boronic acid transition state inhibitors ( batsis ) overcome resistance to ceftazidime .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 2)])|drug|surg avi ve iv te|curcumin resveratrol rapamycin linezolid quercetin|avibactam|entity is a bridged diazabicyclooctanone , non-β-lactam β-lactamase inhibitor of a wide range of serine β-lactamases that offers a broader β-lactamase inhibition
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('DIS', 1), ('OTHER', 1)])|drug|surg avi ve iv te|ceftazidime gentamicin amikacin ciprofloxacin vancomycin|avibactam|with ceftazidime mics of 16 and 32 μg / ml against which the activity of ceftazidime remained unchanged by the addition of entity at 4 μg / ml .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 2), ('DIS', 1)])|drug|surg avi ve iv te|vancomycin gentamicin ceftazidime amikacin piperacillin|avibactam|we undertook a retrospective observational study to assess the use of ceftazidime / entity and evaluated prescribing against applied standards .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 2), ('DIS', 1)])|drug|surg avi ve iv te|gentamicin amikacin ceftazidime vancomycin meropenem|avibactam|between august 2017 and january 2019 , 28 patients received 31 courses of ceftazidime / entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 1), ('DIS', 1)])|drug|surg avi ve iv te|ciprofloxacin vancomycin gentamicin imipenem antibiotics|avibactam|reduced the cefepime mic 90 by ≥8-fold for this subset of isolates , similar to the potentiation of ceftazidime activity by entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 2), ('DIS', 1)])|drug|surg avi ve iv te|ceftazidime amikacin meropenem vancomycin gentamicin|avibactam|in conclusion , in this in vitro model , ceftazidime / entity was efficacious against carbapenem-resistant organisms , specifically those producing kpc enzymes .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5)])|drug|surg avi ve iv te|powder dry milk adequate inhaled|avibactam|acknowledgements we thank allergan for providing entity powder .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 2), ('DIS', 1)])|drug|surg avi ve iv te|ceftazidime amikacin gentamicin piperacillin vancomycin|avibactam|in the future , this assay can be eventually compared with ceftazidime / entity combination ( only with kpc or oxa-48-like enzymes ) .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 2), ('DIS', 1)])|drug|surg avi ve iv te|ciprofloxacin vancomycin amikacin piperacillin ceftazidime|avibactam|by adding beta-lactamase inhibitor ( tazobactam or entity ) , these new agents have strong activity against mdr gram-negative pathogens .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5)])|drug|surg avi ve iv te|obs corrected df max sem|avibactam|the data were plotted as k obs versus [ entity ] .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 2)])|drug|surg avi ve iv te|azt ritonavir cyclophosphamide tmp rif|avibactam|patients in cohort 2 subsequently received aztreonam / entity at the 1500 / 500 mg q6h entity regimen , with cohort 3 as an extension cohort at this same dose .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 4)])|drug|surg avi ve iv te|metronidazole amoxicillin azithromycin tmp clarithromycin|avibactam|for all cohorts , the planned duration of iv treatment with aztreonam / entity ( plus iv metronidazole for anaerobic coverage ) was 5–14 days .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 2)])|drug|surg avi ve iv te|ges inhibitors them antibiotics carbapenem|avibactam|the ges , per , and klebsiella pneumoniae carbapenemase subgroups of class a β-lactamases and does not impact the inhibitory properties of entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 3)])|drug|surg avi ve iv te|arginine pyridine lysine alanine phenylalanine|avibactam|the h-bond with carboxamide of entity will be maintained by his170 but not by pro104 .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 1)])|drug|surg avi ve iv te|vancomycin amikacin carbapenem gentamicin penicillin|avibactam|an identical setup but with wells containing 4 µg / ml of entity was used to assess the effect of this agent on each carbapenem .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|paclitaxel cisplatin gemcitabine oxaliplatin antibiotics|irinotecan|for some chemotherapeutics , such as entity , a clear contribution of the microbiota in determining drug‐induced gastrointestinal toxicity has been proved and the use of inhibitors of
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 5), ('DRUG', 1)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|subcutaneous intraperitoneal intravenous paclitaxel intratumoral|irinotecan|three weeks after first entity administration , all the tumors were separated from the first generation mice and passaged to the second generation .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|cisplatin oxaliplatin cetuximab doxorubicin bevacizumab|irinotecan|sst0001 in combination with entity ( topoisomerase i inhibitor ) displayed a significant enhancement in antitumor activity against a204 rhabdoid xenografts ( cassinelli et al . , 2016 ) .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 5), ('DRUG', 5)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|oxaliplatin paclitaxel cisplatin irinotecan gemcitabine|irinotecan|in the folfirinox group , 80% of the planned dose of 5-fu and 75% of oxaliplatin and entity were administered to patients .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('DRUG', 5), ('OTHER', 4), ('DIS', 1)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|cisplatin doxorubicin temozolomide bevacizumab gemcitabine|irinotecan|in contrast , no response to topotecan was observed in patients who were previously treated with the topoisomerase i inhibitor entity .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 5), ('DRUG', 2)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|dox liposome doxorubicin liposomal paclitaxel|irinotecan|this allowed us to achieve improved entity loading capacity , which provides superior killing efficiency at the orthotopic tumor site , compared to liposomes .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 5), ('DRUG', 5), ('DIS', 1)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|oxaliplatin fluorouracil irinotecan capecitabine paclitaxel|irinotecan|combination chemotherapy with infusional 5-fluorouracil ( fu ) and folinic acid ( fa ) with either entity ( folfiri ) or oxaliplatin ( folfox ) is commonly used in the daily practice .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('DRUG', 3), ('OTHER', 3), ('DIS', 1)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|carbohydrate carbon glycogen oxidative sphingolipid|irinotecan|in addition , the roles of frizzledr ->jun / pax2 signaling enriched in lightyellow and entity metabolism enriched in darkgreen module in rat lr still need to be confirmed .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 4), ('DRUG', 4)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|paclitaxel curcumin dox doxorubicin oxaliplatin|irinotecan|similarly , the antitumor pharmacodynamic effects of two liposomal formulations of entity , having slow- and moderate release rates ( t 1 / 2 of release = 58 . 6 h vs . 14 h ) , were evaluated in
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 5), ('DRUG', 4), ('DIS', 2)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|corticosteroids aspirin rituximab clopidogrel tacrolimus|irinotecan|subsequent doses of entity were withheld if the patients had an absolute neutrophil count ≤1000 µl −1 , platelet count ≤100 , 000 µl −1 ,
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 5)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|now multifactorial today safe here|irinotecan|the best example to demonstrate the clinical impact of ugt polymorphisms on anticancer treatment is entity , used in colorectal cancer therapy .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('DRUG', 4), ('OTHER', 3)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|resveratrol curcumin salicylate ceramide egcg|irinotecan|in comparison , sn-38 ( 10 µm ) , the active metabolite of entity , a compound with known toxicity to neutrophils [ 23 ] was clearly toxic under these assay conditions ( fig . 4b
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|cpt oxaliplatin irinotecan paclitaxel cetuximab|irinotecan|since then , the synthetic analogs of cpt , such as entity and topotecan , have been developed as chemotherapeutic drugs , which have been approved both in the united states and in europe
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 4), ('DRUG', 3), ('BIO', 1)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|mscs hgf bevacizumab pbs dox|irinotecan|nude mice bearing human fadu and a253 tumors were treated orally with different doses of msc and entity .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 5), ('BIO', 1), ('DRUG', 1), ('DIS', 1)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|mscs apoptosis msc metastasis angiogenesis|irinotecan|msc is highly effective in modulating the therapeutic index of entity in the treatment of human squamous cells carcinoma of the head and neck xenografts ( fadu and a253 ) .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('OTHER', 5), ('DIS', 1)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|msc antitumor metastatic transfection chemotherapeutic|irinotecan|enhanced entity efficacy was greater in fadu tumors ( 100% cr ) than in a253 tumors ( 60% cr ) , and depended on msc dose with
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('DRUG', 5), ('DIS', 4), ('OTHER', 2)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|cisplatin lps imatinib tamoxifen tnf|irinotecan|these findings indicate that downregulation of xct could be one of the critical determinants of the in vivo response to entity treatment .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|paclitaxel cisplatin bevacizumab gemcitabine docetaxel|irinotecan|together these studies suggest that entity may not be an ideal intraperitoneal chemotherapy agent .
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|bevacizumab ranibizumab cetuximab adalimumab vegf|irinotecan|description of studies with entity and bevacizumab a total of 12 studies met all our inclusion criteria , and 10 of the 12 studies were enrolled
OrderedDict([('OTHER', 5), ('DRUG', 2)])|OrderedDict([('DRUG', 5), ('OTHER', 4)])|drug|irinotecan pharmacokinetics oxaliplatin trial evaluate|bevacizumab cyclophosphamide paclitaxel ranibizumab prednisone|irinotecan|these elevated responses began prior to the initiation of bevacizumab / entity at week 9 , peaked at week 14 after vaccination began , then persisted and partially subsided .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 3), ('DRUG', 2), ('DIS', 1)])|drug|inhibitor inhibited minocycline upon inhibitors|albumin cholesterol fibrinogen simvastatin heparin|minocycline|albumin , entity and simvastatin are also under investigation in clinical trials [ 144 ] .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DIS', 1)])|drug|inhibitor inhibited minocycline upon inhibitors|adenovirus gfp tat hcv sirna|minocycline|it is also to be noted that entity was originally not engineered to target any specific viral proteins .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 4), ('OTHER', 3), ('DIS', 1)])|drug|inhibitor inhibited minocycline upon inhibitors|nac curcumin metformin dexamethasone resveratrol|minocycline|using this treatment regime , we had demonstrated that entity was able to decrease brain inflammation , damage and long‐term cognitive deficits in sepsis survivors .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 4), ('DRUG', 4), ('DIS', 2)])|drug|inhibitor inhibited minocycline upon inhibitors|ifn ribavirin lps interferon antiviral|minocycline|with entity treatment in wnv-infected scsc , significant reductions were observed for ccl2 , ccl3 , and ccl5 ( fig . 2b ) .
OrderedDict([('OTHER', 5)])|OrderedDict([('DRUG', 5), ('OTHER', 4), ('DIS', 1)])|drug|inhibitor inhibited minocycline upon inhibitors|dexamethasone ifn rapamycin interferon morphine|minocycline|hippocampus have been thus performed to verify the ability of synapses to express ltp in remitting eae mice treated with entity .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DIS', 1), ('DRUG', 1)])|drug|inhibitor inhibited minocycline upon inhibitors|zn trpv1 tlr4 tsp cxcr4|minocycline|furthermore , modulation of retinal microglia via specific ligands ( e . g . , tspo , entity ) has been shown to be beneficial for the outcome of retinal degenerative diseases .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 4)])|drug|inhibitor inhibited minocycline upon inhibitors|pd98059 sb20 ly294002 wortmannin tpa|minocycline|this signaling pathway can be blocked by entity ( 200 μg / ml ) upstream of p38 mapk or p38 mapk can be directly blocked with sb203580 ( 10 μμ ) .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DIS', 1)])|drug|inhibitor inhibited minocycline upon inhibitors|photodynamic topical laser corticosteroid multimodal|minocycline|treatment with the qsrl is a safe and effective strategy for treating hyperpigmentation of the tongue associated with entity therapy .
OrderedDict([('OTHER', 5)])|OrderedDict([('OTHER', 5), ('DRUG', 2), ('DIS', 1)])|drug|inhibitor inhibited minocycline upon inhibitors|placebo nsaids nac corticosteroids aspirin|minocycline|these studies have most commonly evaluated non-steroidal anti-inflammatory drugs ( nsaids ) , cytokine inhibitors and pleiotropic agents such as entity or n -acetylcysteine ( nac ) .
